-----------------------------------------------------------
Server listening on 5201
-----------------------------------------------------------
Accepted connection from 192.168.30.111, port 50052
[  5] local 192.168.30.190 port 5201 connected to 192.168.30.111 port 45746
[ ID] Interval           Transfer     Bandwidth       Jitter    Lost/Total Datagrams
[  5]  14.40-14.50  sec  0.00 Bytes  0.00 bits/sec  419.833 ms  0/0 (0%)  
[  5]  14.50-14.60  sec  5.75 KBytes   471 Kbits/sec  330.698 ms  0/4 (0%)  
[  5]  14.60-14.70  sec  1.44 KBytes   118 Kbits/sec  310.584 ms  0/1 (0%)  
[  5]  14.70-14.80  sec  0.00 Bytes  0.00 bits/sec  310.584 ms  0/0 (0%)  
[  5]  14.80-14.90  sec  5.75 KBytes   471 Kbits/sec  245.149 ms  0/4 (0%)  
[  5]  14.90-15.00  sec  2.88 KBytes   236 Kbits/sec  217.028 ms  0/2 (0%)  
[  5]  15.00-15.10  sec  1.44 KBytes   118 Kbits/sec  203.921 ms  0/1 (0%)  
[  5]  15.10-15.20  sec  2.88 KBytes   236 Kbits/sec  179.699 ms  0/2 (0%)  
[  5]  15.20-15.30  sec  2.88 KBytes   236 Kbits/sec  158.670 ms  0/2 (0%)  
[  5]  15.30-15.40  sec  1.44 KBytes   118 Kbits/sec  148.961 ms  0/1 (0%)  
[  5]  15.40-15.50  sec  2.88 KBytes   236 Kbits/sec  132.293 ms  0/2 (0%)  
[  5]  15.50-15.60  sec  0.00 Bytes  0.00 bits/sec  132.293 ms  0/0 (0%)  
[  5]  15.60-15.70  sec  4.31 KBytes   353 Kbits/sec  113.012 ms  0/3 (0%)  
[  5]  15.70-15.80  sec  2.88 KBytes   236 Kbits/sec  100.299 ms  0/2 (0%)  
[  5]  15.80-15.90  sec  2.88 KBytes   236 Kbits/sec  89.850 ms  0/2 (0%)  
[  5]  15.90-16.00  sec  2.88 KBytes   236 Kbits/sec  79.699 ms  0/2 (0%)  
[  5]  16.00-16.10  sec  1.44 KBytes   118 Kbits/sec  74.857 ms  0/1 (0%)  
[  5]  16.10-16.20  sec  2.88 KBytes   236 Kbits/sec  67.424 ms  0/2 (0%)  
[  5]  16.20-16.30  sec  2.88 KBytes   236 Kbits/sec  61.170 ms  0/2 (0%)  
[  5]  16.30-16.40  sec  1.44 KBytes   118 Kbits/sec  57.381 ms  0/1 (0%)  
[  5]  16.40-16.50  sec  2.88 KBytes   236 Kbits/sec  50.942 ms  0/2 (0%)  
[  5]  16.50-16.60  sec  2.88 KBytes   236 Kbits/sec  45.385 ms  0/2 (0%)  
[  5]  16.60-16.70  sec  1.44 KBytes   118 Kbits/sec  43.694 ms  0/1 (0%)  
[  5]  16.70-16.80  sec  2.88 KBytes   236 Kbits/sec  38.967 ms  0/2 (0%)  
[  5]  16.80-16.90  sec  2.88 KBytes   236 Kbits/sec  35.635 ms  0/2 (0%)  
[  5]  16.90-17.00  sec  2.88 KBytes   236 Kbits/sec  32.306 ms  0/2 (0%)  
[  5]  17.00-17.10  sec  1.44 KBytes   118 Kbits/sec  31.418 ms  0/1 (0%)  
[  5]  17.10-17.20  sec  2.88 KBytes   236 Kbits/sec  28.406 ms  0/2 (0%)  
[  5]  17.20-17.30  sec  2.88 KBytes   236 Kbits/sec  26.499 ms  0/2 (0%)  
[  5]  17.30-17.40  sec  1.44 KBytes   118 Kbits/sec  24.939 ms  0/1 (0%)  
[  5]  17.40-17.50  sec  2.88 KBytes   236 Kbits/sec  22.491 ms  0/2 (0%)  
[  5]  17.50-17.60  sec  2.88 KBytes   236 Kbits/sec  21.897 ms  0/2 (0%)  
[  5]  17.60-17.70  sec  1.44 KBytes   118 Kbits/sec  21.596 ms  0/1 (0%)  
[  5]  17.70-17.80  sec  2.88 KBytes   236 Kbits/sec  19.555 ms  0/2 (0%)  
[  5]  17.80-17.90  sec  2.88 KBytes   236 Kbits/sec  17.543 ms  0/2 (0%)  
[  5]  17.90-18.00  sec  2.88 KBytes   236 Kbits/sec  16.336 ms  0/2 (0%)  
[  5]  18.00-18.10  sec  1.44 KBytes   118 Kbits/sec  15.687 ms  0/1 (0%)  
[  5]  18.10-18.20  sec  2.88 KBytes   236 Kbits/sec  14.390 ms  0/2 (0%)  
[  5]  18.20-18.30  sec  2.88 KBytes   236 Kbits/sec  13.197 ms  0/2 (0%)  
[  5]  18.30-18.40  sec  1.44 KBytes   118 Kbits/sec  13.502 ms  0/1 (0%)  
[  5]  18.40-18.50  sec  2.88 KBytes   236 Kbits/sec  12.468 ms  0/2 (0%)  
[  5]  18.50-18.60  sec  2.88 KBytes   236 Kbits/sec  11.274 ms  0/2 (0%)  
[  5]  18.60-18.70  sec  1.44 KBytes   118 Kbits/sec  11.065 ms  0/1 (0%)  
[  5]  18.70-18.80  sec  2.88 KBytes   236 Kbits/sec  11.169 ms  0/2 (0%)  
[  5]  18.80-18.90  sec  2.88 KBytes   236 Kbits/sec  11.875 ms  0/2 (0%)  
[  5]  18.90-19.00  sec  1.44 KBytes   118 Kbits/sec  11.529 ms  0/1 (0%)  
[  5]  19.00-19.10  sec  2.88 KBytes   236 Kbits/sec  10.736 ms  0/2 (0%)  
[  5]  19.10-19.20  sec  2.88 KBytes   236 Kbits/sec  9.831 ms  0/2 (0%)  
[  5]  19.20-19.30  sec  2.88 KBytes   236 Kbits/sec  10.036 ms  0/2 (0%)  
[  5]  19.30-19.40  sec  1.44 KBytes   118 Kbits/sec  10.141 ms  0/1 (0%)  
[  5]  19.40-19.50  sec  2.88 KBytes   236 Kbits/sec  10.316 ms  0/2 (0%)  
[  5]  19.50-19.60  sec  0.00 Bytes  0.00 bits/sec  10.316 ms  0/0 (0%)  
[  5]  19.60-19.70  sec  0.00 Bytes  0.00 bits/sec  10.316 ms  0/0 (0%)  
[  5]  19.70-19.80  sec  0.00 Bytes  0.00 bits/sec  10.316 ms  0/0 (0%)  
[  5]  19.80-19.90  sec  0.00 Bytes  0.00 bits/sec  10.316 ms  0/0 (0%)  
[  5]  19.90-20.00  sec  0.00 Bytes  0.00 bits/sec  10.316 ms  0/0 (0%)  
[  5]  20.00-20.10  sec  0.00 Bytes  0.00 bits/sec  10.316 ms  0/0 (0%)  
[  5]  20.10-20.20  sec  0.00 Bytes  0.00 bits/sec  10.316 ms  0/0 (0%)  
[  5]  20.20-20.30  sec  0.00 Bytes  0.00 bits/sec  10.316 ms  0/0 (0%)  
[  5]  20.30-20.40  sec  0.00 Bytes  0.00 bits/sec  10.316 ms  0/0 (0%)  
[  5]  20.40-20.50  sec  0.00 Bytes  0.00 bits/sec  10.316 ms  0/0 (0%)  
[  5]  20.50-20.60  sec  0.00 Bytes  0.00 bits/sec  10.316 ms  0/0 (0%)  
[  5]  20.60-20.70  sec  0.00 Bytes  0.00 bits/sec  10.316 ms  0/0 (0%)  
[  5]  20.70-20.80  sec  0.00 Bytes  0.00 bits/sec  10.316 ms  0/0 (0%)  
[  5]  20.80-20.90  sec  0.00 Bytes  0.00 bits/sec  10.316 ms  0/0 (0%)  
[  5]  20.90-21.00  sec  0.00 Bytes  0.00 bits/sec  10.316 ms  0/0 (0%)  
[  5]  21.00-21.10  sec  0.00 Bytes  0.00 bits/sec  10.316 ms  0/0 (0%)  
[  5]  21.10-21.20  sec  0.00 Bytes  0.00 bits/sec  10.316 ms  0/0 (0%)  
[  5]  21.20-21.30  sec  0.00 Bytes  0.00 bits/sec  10.316 ms  0/0 (0%)  
[  5]  21.30-21.40  sec  0.00 Bytes  0.00 bits/sec  10.316 ms  0/0 (0%)  
[  5]  21.40-21.50  sec  0.00 Bytes  0.00 bits/sec  10.316 ms  0/0 (0%)  
[  5]  21.50-21.60  sec  0.00 Bytes  0.00 bits/sec  10.316 ms  0/0 (0%)  
[  5]  21.60-21.70  sec  0.00 Bytes  0.00 bits/sec  10.316 ms  0/0 (0%)  
[  5]  21.70-21.80  sec  0.00 Bytes  0.00 bits/sec  10.316 ms  0/0 (0%)  
[  5]  21.80-21.90  sec  0.00 Bytes  0.00 bits/sec  10.316 ms  0/0 (0%)  
[  5]  21.90-22.00  sec  0.00 Bytes  0.00 bits/sec  10.316 ms  0/0 (0%)  
[  5]  22.00-22.10  sec  0.00 Bytes  0.00 bits/sec  10.316 ms  0/0 (0%)  
[  5]  22.10-22.20  sec  0.00 Bytes  0.00 bits/sec  10.316 ms  0/0 (0%)  
[  5]  22.20-22.30  sec  0.00 Bytes  0.00 bits/sec  10.316 ms  0/0 (0%)  
[  5]  22.30-22.40  sec  0.00 Bytes  0.00 bits/sec  10.316 ms  0/0 (0%)  
[  5]  22.40-22.50  sec  0.00 Bytes  0.00 bits/sec  10.316 ms  0/0 (0%)  
[  5]  22.50-22.60  sec  0.00 Bytes  0.00 bits/sec  10.316 ms  0/0 (0%)  
[  5]  22.60-22.70  sec  0.00 Bytes  0.00 bits/sec  10.316 ms  0/0 (0%)  
[  5]  22.70-22.80  sec  0.00 Bytes  0.00 bits/sec  10.316 ms  0/0 (0%)  
[  5]  22.80-22.90  sec  0.00 Bytes  0.00 bits/sec  10.316 ms  0/0 (0%)  
[  5]  22.90-23.00  sec  0.00 Bytes  0.00 bits/sec  10.316 ms  0/0 (0%)  
[  5]  23.00-23.10  sec  0.00 Bytes  0.00 bits/sec  10.316 ms  0/0 (0%)  
[  5]  23.10-23.20  sec  0.00 Bytes  0.00 bits/sec  10.316 ms  0/0 (0%)  
[  5]  23.20-23.30  sec  0.00 Bytes  0.00 bits/sec  10.316 ms  0/0 (0%)  
[  5]  23.30-23.40  sec  0.00 Bytes  0.00 bits/sec  10.316 ms  0/0 (0%)  
[  5]  23.40-23.50  sec  0.00 Bytes  0.00 bits/sec  10.316 ms  0/0 (0%)  
[  5]  23.50-23.60  sec  0.00 Bytes  0.00 bits/sec  10.316 ms  0/0 (0%)  
[  5]  23.60-23.70  sec  0.00 Bytes  0.00 bits/sec  10.316 ms  0/0 (0%)  
[  5]  23.70-23.80  sec  0.00 Bytes  0.00 bits/sec  10.316 ms  0/0 (0%)  
[  5]  23.80-23.90  sec  0.00 Bytes  0.00 bits/sec  10.316 ms  0/0 (0%)  
[  5]  23.90-24.00  sec  0.00 Bytes  0.00 bits/sec  10.316 ms  0/0 (0%)  
[  5]  24.00-24.10  sec  7.19 KBytes   589 Kbits/sec  47.925 ms  66/71 (93%)  
[  5]  24.10-24.20  sec  12.9 KBytes  1.06 Mbits/sec  48.866 ms  0/9 (0%)  
[  5]  24.20-24.30  sec  2.88 KBytes   236 Kbits/sec  44.173 ms  0/2 (0%)  
[  5]  24.30-24.40  sec  1.44 KBytes   118 Kbits/sec  42.066 ms  0/1 (0%)  
[  5]  24.40-24.50  sec  2.88 KBytes   236 Kbits/sec  37.445 ms  0/2 (0%)  
[  5]  24.50-24.60  sec  2.88 KBytes   236 Kbits/sec  33.553 ms  0/2 (0%)  
[  5]  24.60-24.70  sec  1.44 KBytes   118 Kbits/sec  32.319 ms  0/1 (0%)  
[  5]  24.70-24.80  sec  0.00 Bytes  0.00 bits/sec  32.319 ms  0/0 (0%)  
[  5]  24.80-24.90  sec  1.44 KBytes   118 Kbits/sec  30.597 ms  2/3 (67%)  
[  5]  24.90-25.00  sec  0.00 Bytes  0.00 bits/sec  30.597 ms  0/0 (0%)  
[  5]  25.00-25.10  sec  0.00 Bytes  0.00 bits/sec  30.597 ms  0/0 (0%)  
[  5]  25.10-25.20  sec  0.00 Bytes  0.00 bits/sec  30.597 ms  0/0 (0%)  
[  5]  25.20-25.30  sec  0.00 Bytes  0.00 bits/sec  30.597 ms  0/0 (0%)  
[  5]  25.30-25.40  sec  0.00 Bytes  0.00 bits/sec  30.597 ms  0/0 (0%)  
[  5]  25.40-25.50  sec  1.44 KBytes   118 Kbits/sec  37.475 ms  6/7 (86%)  
